"","log_e","log_b","e","b","lp__"
"1",3.83714898003157,0.284155819361378,46.3930182904045,1.32863994245149,-183.516402736162
"2",3.9420849275522,0.458328380375568,51.52591719313,1.58142822780053,-183.776219435142
"3",3.82791403010963,0.410572686896746,45.9665533120173,1.50768096705707,-183.011942354111
"4",3.80230312670559,0.402935580316935,44.8042556324648,1.49621050315255,-183.11830842399
"5",3.80100683620723,0.488831317960699,44.7462139291841,1.63040967559573,-184.190564994472
"6",3.8264762988111,0.47747308940496,45.9005132449466,1.61199588186194,-183.797099019452
"7",3.91589811016894,0.335523780437144,50.1941311333476,1.39867279084166,-183.164317589671
"8",3.8188226841963,0.380540176699729,45.5505493586473,1.46307469487687,-182.945122234333
"9",3.62944305505499,0.388299509177853,37.6918185025444,1.47447133585804,-186.086137962914
"10",3.91313701286192,0.305600418894506,50.0557314085265,1.35743979087333,-183.4141527604
"11",3.82606215422123,0.44183002905049,45.8815077315009,1.55555131942802,-183.290698532794
"12",3.92173489358494,0.426442370194007,50.4879600793057,1.53179824716326,-183.261688266579
"13",3.83351075512554,0.372671083043132,46.2245367285464,1.45160680320985,-182.881365927687
"14",3.80769473503012,0.267811958118484,45.0464750193735,1.30710132711122,-183.86447152894
"15",3.89443956736335,0.474926114722528,49.1285124242315,1.60789539329962,-183.694293584504
"16",3.83781022379458,0.387130882742777,46.4237055291506,1.47274923611882,-182.881974429163
"17",3.83819257173721,0.429676489289961,46.441458931221,1.53676028471071,-183.117434757323
"18",3.94951315928864,0.270763472062239,51.9100887375995,1.31096495387341,-184.204336762485
"19",3.76020294068968,0.360009000942805,42.9571428464253,1.43334231593448,-183.432277822341
"20",3.8485896263857,0.397251138770735,46.9268321713907,1.48772950969943,-182.887059988563
"21",3.79509221586629,0.396318210830942,44.4823381937519,1.48634221249776,-183.143110441387
"22",3.82384808375338,0.43834125626815,45.7800352153151,1.55013381004786,-183.26359171333
"23",3.84550037692612,0.425392243884498,46.7820871722846,1.53019050983443,-183.060088475454
"24",3.8337819527894,0.350002431103767,46.2370744149392,1.41907099849791,-182.926959792582
"25",3.95318605824423,0.43414888552323,52.101099815772,1.54364867794948,-183.622441186587
"26",3.91891691899785,0.422420675046957,50.3458865646419,1.5256501926734,-183.210688034003
"27",3.90016315440947,0.354790230725512,49.4105099905069,1.42588151677637,-182.974860752836
"28",3.73070679654021,0.380754097904275,41.7085772265676,1.46338771105715,-183.85109384068
"29",3.93946161509113,0.375361203605392,51.3909257522687,1.45551705768935,-183.21672730155
"30",3.89817080991484,0.422551125576622,49.3121652337991,1.52584922753094,-183.093512944755
"31",3.93587587357606,0.407073290704849,51.2069811622671,1.50241421462368,-183.254581155151
"32",3.98487903853212,0.362739140597355,53.7787839237927,1.43726088731935,-183.786927435864
"33",3.78537964923609,0.518729968587256,44.0523918413487,1.67989277771087,-185.022798266575
"34",3.81772416592763,0.341294312208394,45.5005387218571,1.40676720870518,-183.025876374204
"35",3.75094932480014,0.477484070774498,42.561467484172,1.61201358388161,-184.584969747258
"36",3.80873641648828,0.281225337162617,45.0934235456161,1.32475208618069,-183.653214055507
"37",4.0202030441397,0.393743281258662,55.7124167581788,1.4825199091731,-184.410328542368
"38",4.05049412845271,0.37103926314378,57.4258257704057,1.44923997398706,-185.01517974516
"39",3.91056866394244,0.319717071443709,49.9273357778189,1.37673819067912,-183.254304544685
