"","log_e","log_b","e","b","lp__"
"1",3.04586480679787,0.927137410899962,21.028208679557,2.52726429378211,-111.884460827439
"2",3.01425346216697,0.730974306468628,20.3738753929787,2.07710335736214,-112.193955103551
"3",3.15350068782247,0.560653406953274,23.4179000146256,1.75181677567873,-115.867611531533
"4",3.04140493772377,0.722943674018852,20.9346344415111,2.0604897021044,-112.041758167774
"5",2.99632168425906,0.80432751457713,20.0117916888338,2.23519285867385,-111.953496838982
"6",2.88706908861832,0.791764217557788,17.9406500136344,2.20728712793087,-114.691191949162
"7",2.90948064066394,0.816632079221812,18.3472672676009,2.26286583652398,-113.97618804339
"8",3.10061144881874,0.933225094464834,22.2115283429473,2.542696404331,-111.777307580446
"9",3.2375821676981,0.834168836265589,25.4720600639671,2.30289916633597,-113.200885201233
"10",3.17044931944832,0.755131011077587,23.8181839257479,2.12789028229352,-112.150468843084
"11",3.0113986231215,0.916458707641258,20.31579420367,2.50041997468956,-112.17703093619
"12",3.01766435654468,0.920795808811464,20.4434871817484,2.51128810013139,-112.131983292615
"13",3.03066354780484,0.906864509214203,20.7109707500996,2.47654516228196,-111.83176789207
"14",3.04792315472023,0.887505809110995,21.0715366259,2.42906354126303,-111.519636030299
"15",3.07846653832131,0.841804384798392,21.7250622893544,2.32055036722953,-111.207354176555
"16",3.0921792798276,0.820828063002314,22.0250244038316,2.27238073308716,-111.207211264097
"17",3.13722709594424,0.792363049101024,23.0398907933441,2.20860931693278,-111.514458408444
"18",3.05770316559127,0.903601360045463,21.2786275080499,2.46847699696703,-111.571242746753
"19",3.11795322544433,0.948279009274608,22.6000750132782,2.58126350396705,-112.029552302239
"20",3.12384298740778,0.942148951751754,22.7335768365193,2.56548861010801,-111.986891485485
"21",3.13520065125318,0.91283977431262,22.9932490034283,2.49138747537194,-111.757642777359
"22",3.08167856721722,0.898885951110681,21.7949560074224,2.45686451878893,-111.445267341033
"23",3.10743304613061,0.761037182406859,22.3635644198582,2.14049515349394,-111.538274558712
"24",3.07349558186482,0.857145611595816,21.6173359240652,2.35642493303635,-111.247067600819
"25",2.94886372251263,0.782404322483404,19.084256392567,2.18672353866043,-112.941465981891
"26",3.01938515942208,1.01274429035915,20.4786966789284,2.75314608961499,-113.580395251413
"27",3.18329383045546,0.797999527338685,24.1260900700599,2.22109324492633,-112.073918308269
"28",2.91858848877422,0.927205371752154,18.515134686166,2.52743605465367,-114.550165161032
"29",2.97636591924169,0.841822264031622,19.6163993757799,2.32059185726168,-112.314831813047
"30",3.00762073914944,0.955347469984472,20.2391882856159,2.59957369984054,-112.727329520508
"31",3.04365310066199,0.711914321067629,20.9817518547536,2.03788870025162,-112.169151408615
"32",3.02772737664899,0.756469545347438,20.6502489835472,2.13074044345249,-111.809905545524
"33",3.13596905697414,0.826902928371883,23.0109239373965,2.28622715510154,-111.406610730591
"34",3.16844622275178,0.819576973920868,23.7705215523167,2.269539560014,-111.786712212696
"35",3.16844622275178,0.819576973920868,23.7705215523167,2.269539560014,-111.786712212696
"36",3.17674678035061,0.877162696250823,23.9686512916915,2.40406894669386,-112.024525948045
"37",3.04481473949493,0.944475354509086,21.0061392344124,2.57146391767553,-112.103072682644
"38",3.02728723297622,0.955733176217312,20.6411619070723,2.60057656501254,-112.44716891979
"39",3.09717401317828,0.894212190967569,22.1353087188688,2.44540851548358,-111.412455997079
"40",3.10409691054655,0.695826727609842,22.2890808495378,2.00536628048951,-112.31820536083
"41",3.14602471969389,0.713953525218451,23.243481327108,2.04204861136055,-112.326172475146
"42",3.2201147114671,0.753770106889006,25.0309913583979,2.12499639709238,-113.067271551812
"43",3.25822573778206,0.822637040606896,26.0033594107879,2.27649513925471,-113.779842477295
"44",3.27091111454522,0.764715885491076,26.3353229114755,2.14838390090012,-114.339899287843
"45",3.24297387824707,0.797984811092188,25.609768948535,2.22106055901116,-113.376224683806
"46",3.23888292774017,0.789500590277838,25.5052146602998,2.20229630338778,-113.297067950883
"47",3.20414623589151,0.756592583425292,24.6344590187678,2.13100262178969,-112.707639390682
"48",3.12420279000175,0.828835625838567,22.7417579081324,2.29065001317904,-111.316385602117
"49",3.03819050507265,0.918423231429974,20.8674495075952,2.50533693737534,-111.862681770115
"50",3.08224889805515,0.713310509932655,21.8073898883205,2.04073596496019,-112.024703710686
"51",3.01199253394481,0.693345235388007,20.3278635574369,2.00039614888443,-112.709629782629
"52",3.1474642337296,0.778503730331351,23.2769647388559,2.1782106354619,-111.689632965293
"53",3.02844664290906,0.888599651493502,20.6651073538248,2.43172200762078,-111.712384039864
"54",3.0446518463338,0.905109610933187,21.0027177566647,2.47220288867246,-111.678590314125
"55",3.07075329698453,0.790104341980825,21.5581362389083,2.20362634499847,-111.325201109098
"56",3.17077366605502,0.849630978796473,23.8259105258625,2.3387836319119,-111.829426968959
"57",3.1117820378966,0.797642882894221,22.461035173503,2.22030124559937,-111.324643707812
"58",3.04482056444495,0.754493315756603,21.0062615944801,2.12653376918393,-111.688644570321
"59",3.19907110931414,0.760030045404807,24.5097527388309,2.1383404668366,-112.58123862048
"60",2.97622001659743,0.893294386171364,19.6135375000229,2.44316513746842,-112.599935289927
"61",2.99684300633312,0.868505767751486,20.0222269974246,2.38334691768965,-112.038892899098
"62",3.17091899456289,0.783077117527108,23.8293733615061,2.18819525044387,-111.952863464037
"63",2.94674276744971,0.746951526239644,19.0438224368082,2.11055622446728,-113.186764771526
"64",2.97067085301418,0.77490596914874,19.5050001961336,2.17038803415366,-112.509112297722
"65",3.19949078323794,0.907006423370576,24.5200410016408,2.47689664403892,-112.665523724019
"66",2.99493403789226,0.737018582204382,19.984041656872,2.08969596103272,-112.380213469341
"67",3.11267946543196,0.760498502088974,22.481201372438,2.13934242138915,-111.564359025459
"68",3.11594571507451,0.739820358538216,22.5547506381287,2.09555903139174,-111.780062095417
"69",3.12192440584408,0.746725938232421,22.6900024290174,2.11008016199348,-111.741247937224
"70",3.06585474012701,0.915191744761502,21.4527907139763,2.49725404138131,-111.631136178556
"71",3.07071474250166,0.742655860566595,21.5573050921363,2.10150942546627,-111.68580363632
"72",3.06188908318971,0.730951942171896,21.3678847708503,2.07705690492576,-111.839791532449
"73",3.03920255569179,0.784625191445079,20.8885791131009,2.19158536183298,-111.520886751757
"74",3.01813206829327,0.78675562189117,20.4530510772842,2.1962593590582,-111.716579339552
"75",3.12834006419324,0.785480816321672,22.8360417006574,2.19346133923976,-111.479766692873
"76",3.18543200882687,0.85211300497115,24.177731143273,2.34459576405149,-112.074227142242
"77",3.08309588344924,0.925657080992744,21.8258682533871,2.52352587659265,-111.686280634476
"78",3.09658694907039,0.748299102011184,22.1223176872602,2.11340227610426,-111.624190719883
"79",3.11948210788504,0.753007926590812,22.6346542982197,2.12337738377319,-111.665895563435
"80",2.99698096550332,0.701089273691905,20.0249894377944,2.01594743042671,-112.780054366332
"81",3.14134127679235,0.904892243149712,23.1348763306468,2.47166556981027,-111.746013231049
"82",3.01954675540775,0.848422525722202,20.4820062215008,2.33595902868584,-111.631641028416
"83",2.84961107076947,0.767459886075242,17.2810594242357,2.15428716315266,-116.091607396718
"84",2.8915688072964,0.80059465721258,18.0215597906971,2.22686475603027,-114.53919475157
"85",3.01556895698233,0.647096153317142,20.4006947569263,1.90998646055192,-113.497211777825
"86",3.02967069320133,0.598962249444525,20.6904179720957,1.82022887639771,-114.505124312358
"87",3.08923836541656,0.609353078509843,21.9603458458273,1.83924116919267,-114.078262483576
"88",3.13105172761552,0.967451065832988,22.8980493936474,2.6312290747635,-112.395428369297
"89",3.11352254834241,0.623474724614038,22.5001628810603,1.86539853995836,-113.806012201687
"90",3.15997579606346,0.928499397327709,23.5700254347642,2.53070873856063,-112.195298519814
"91",3.14054858232341,0.914011772188724,23.1165447087876,2.49430908792907,-111.818323345129
"92",3.08025157095119,0.879853809096048,21.7638768667642,2.41054728057115,-111.324849237167
"93",3.14453319197334,0.83668891536847,23.2088388718999,2.30870997317226,-111.484589922259
"94",3.1411206968639,0.839265616147701,23.1297738040593,2.31466649875557,-111.452230694392
"95",3.08987601637639,0.975679084188967,21.9743533469078,2.65296818815624,-112.357070461644
"96",3.01436198058804,0.824013623881318,20.3760864537355,2.27963108233589,-111.671281466367
"97",3.0406719074605,0.88932568676362,20.9192943439798,2.433488164634,-111.592477439436
"98",2.96186594403052,0.780603547277309,19.3340143069354,2.18278928454622,-112.660850762632
"99",3.01534044860485,0.771841921277135,20.3960335598495,2.16374803914324,-111.83037758207
"100",3.07022476399239,0.728543208400029,21.5467450632281,2.07205984851811,-111.84374957465
"101",3.08483387880175,0.729124400663871,21.863834493994,2.07326446369489,-111.821287313679
"102",2.91452377417397,0.789316851959297,18.4400286935018,2.2018916943403,-113.824666142694
"103",3.14748642107884,0.62506840229157,23.2774811987311,1.86837375410767,-114.021745017517
"104",3.02283101750565,1.02677361772408,20.5493850825782,2.79204308877698,-113.839652588357
"105",2.98560249365533,0.934622415205323,19.7984270703867,2.54625185022418,-112.846014285476
"106",3.00998189878023,0.845903273559608,20.28703270188,2.33008156536569,-111.752073071898
"107",2.93591829993041,0.768735020062469,18.8387948584828,2.15703592007689,-113.310455474256
"108",2.94303677712209,0.757501752083093,18.9733768310505,2.13294094358031,-113.199450306222
"109",3.00628767051868,0.752911677121509,20.2122260338591,2.123173019662,-112.08014083013
"110",3.0604837054387,0.84728472419983,21.3378759128372,2.33330268243078,-111.274573290633
"111",3.2084948152606,0.934762768894953,24.7418171775829,2.54660925114677,-113.167229814881
"112",3.25576955618892,0.874431319435355,25.9395688107619,2.39751148803213,-113.880277842584
"113",2.99141787007125,0.923068844122625,19.9138978037123,2.5170028391007,-112.58987906027
"114",3.03627984117913,0.92582204709655,20.8276168907604,2.52394220716364,-111.960508580741
"115",3.13552283696401,0.91983842826019,23.0006582932224,2.50888499227359,-111.827404478052
"116",3.03168919418517,0.735518605238703,20.7322237794659,2.08656381488669,-111.972133937953
"117",2.86094022757224,0.779635977414596,17.477952466317,2.1806783048427,-115.639144657093
"118",2.8896109299288,0.799203226289851,17.9863103049993,2.22376838224268,-114.604713421312
"119",2.93763454755374,0.798347334661064,18.8711546561552,2.22186589177893,-113.176271885744
"120",2.95419340515933,0.784044566340891,19.186240953951,2.19031324170211,-112.814115975392
"121",2.93160284866075,0.788583669151841,18.7576721237927,2.2002778968827,-113.351156154995
"122",3.03360730033542,0.784803067942631,20.7720285480873,2.19197522803422,-111.567278678133
"123",3.10175968994953,0.818887365348788,22.2370471814546,2.26797500560581,-111.226717659146
"124",3.05244547916168,0.903201451224644,21.1670447475858,2.46749002860379,-111.602129949936
"125",3.20101523932467,0.815723800676681,24.5574492337517,2.26081145714975,-112.350438500595
"126",3.08337476733409,1.13893919842621,21.8319559851616,3.12345324303775,-116.606537722093
"127",3.15188334957636,0.774469365915013,23.3800559608553,2.16944064255167,-111.763765665344
"128",3.12430279296069,0.727595351571728,22.744032264934,2.07009676295105,-111.96985565033
"129",3.07096757610079,0.687614128045944,21.5627561922518,1.98896445325595,-112.425774249971
"130",3.08408508009453,0.642849175610125,21.8474690109811,1.90189199131499,-113.277803398431
